name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
Brisqq,company,"Brisqq is the leading provider of local logistics for businesses. Its unique technology connects businesses to a crowd-sourced delivery fleet, enabling delivery in precise 1-hour time-slots within metropolitan cities. Brisqq is proud to count close to 1000 brands (including some of the largest names in retail) as its customers.",11-50,23.0,early growth,13K,2015.0,False,False,False,0.0,,operational,2022-08-12 15:47:45,2018-11-29 09:14:21,,0,2020-10-30 12:38:15,3,12707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
OrbiWise,company,"Headquartered in Geneva, OrbiWise specializes in developing advanced technologies for IoT providers to maximize the performance of their service & product offerings. 

Our dedication to the success of our customers & our passion for technology & innovation are two core values that drive the way we do business as well as honesty which permeates through all our activities in the work place.

The OrbiWise carrier-grade LoRaWAN® network server, OrbiWAN, is based on LoRa® network technology. We pride ourselves on being customer centric, with deep expertise in LoRa networks, the wireless industry & a wide range of competences including cloud & LC embedded s/w solutions, as well as consumer s/w & h/w product design, so can provide clients with end-to-end solutions.

Our OrbiWAN network solution success is built on the robustness and scalability of its platform, offering highest quality customer support & a wide range of features including real time device instant messaging & targeted device group profiling whether it be supporting a single or thousands of gateway access points in smart city, rural or industrial environments to enhance management of pollution controls, increasing agricultural & manufacturing efficiency, facilitating city parking or improving employee health & security amongst many other applications.

Having established ourselves globally & winning major projects on all five continents, we have deployed the largest LoraWAN® network in the world in India for one of our partners, Tata Communications, & also provide end-to-end noise pollution measurement solutions in several European cities through our network platform, gateways & measurement sensors.

We believe in the positive impact our expertise contributes to smart city, smart agriculture & industry 4.0 initiatives through supporting our customers and partners, and our active participating member of the Lora Alliance (www.lora-alliance.org) & the SynchroniCity initiative (www.synchronicity-iot.eu).",2-10,8.0,seed,0.4K,2014.0,False,False,False,0.05,0.05,operational,2022-08-20 14:46:53,2016-09-30 12:49:26,885581.0,0,2021-02-03 08:23:41,6,328,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Rejected
Liber Finance Group,company,"We are Liber. We build customer-centric technologies to power money for people to discover their opportunities in a smooth and ethical way. 

Join us on our mission! Visit: https://www.liberfinancegroup.com/careers/",2-10,6.0,seed,0.4K,2014.0,False,False,False,2.0,2,closed,2022-08-21 20:09:36,2018-11-12 19:28:34,360841.0,0,2022-01-19 18:14:02,1,316.348,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Rejected
Pockit,company,"Over a million people in the UK still don't have a current account - they have often
been ignored by traditional financial services and miss out on what many consider an everyday norm, such as internet shopping. In this report we show that these people are having to pay up to an additional £485 per year through higher energy bills, phone contracts and more expensive loans - simply because they don't have a current account.",11-50,38.0,early growth,160K,2014.0,False,False,True,38.06,1.44,operational,2022-09-01 03:11:20,2013-10-01 11:00:00,211474.0,2,2022-05-02 13:51:18,11,160316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Rezolve,company,,,,,,,False,False,False,0.0,,operational,2022-05-19 18:53:06,2022-01-12 14:06:29,,0,2022-01-12 16:00:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
SevDesk,company,"Wir bei sevDesk  

glauben, dass sich jeder Unternehmer auf das konzentrieren sollte, was zählt. Das ist unsere Vision. Und genau dafür erstellen wir smarte Lösungen auf Basis von neusten Technologien. Mit unserer Softwarelösung revolutionieren wir den Arbeitsmarkt und krempeln den verstaubten Buchhaltungsbereich von Kleinunternehmern und Selbstständigen um. Unser Team besteht derzeit aus 60 Personen und wächst rasant. sevDesk ist für uns dabei mehr als nur ein Projekt. sevDesk ist für uns eine Leidenschaft, an deren Potenzial wir glauben. Neben einer Dachterrasse bieten unsere lichtdurchfluteten Büroräume im Herzen Offenburgs jede Menge Platz zum Arbeiten.",201-500,202.0,late growth,36K,2013.0,False,False,False,0.0,,operational,2022-09-01 03:11:50,2019-05-13 09:24:42,76797.0,0,2019-05-13 11:14:47,1,35856,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Watch/Hold/Reconsider
Happycar,company,"We are HAPPYCAR – Europe’s largest rental car comparison and booking platform today. With platforms in Germany, Switzerland, France, Netherlands, Spain, Italy, Poland, and in the US our mission is to make renting vehicles entirely stress free. We have a clear vision: Making HAPPYCAR part of every journey! With our international team from more than 14 nationalities we are based in Hamburg and are driving the future of mobility. We are a young, goal-oriented team which puts great emphasis on flat hierarchies.",11-50,20.0,early growth,144K,2013.0,False,True,True,4.05,2.6,operational,2022-09-01 03:13:19,2013-10-01 11:00:00,874910.0,0,2022-01-19 18:20:28,11,144299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Evtiko,company,,51-200,53.0,late growth,0.6K,2016.0,False,False,True,11.52,3.82,operational,2022-06-30 23:27:43,2016-11-01 13:55:16,,0,2020-09-30 14:19:40,1,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Iamhero inc.,company,I AM HERO is a career platform. Connecting people and companies in a smarter way through our AI algorithms. We don’t match jobs to people - We match jobs to personalities.,2-10,2.0,seed,0.5K,2017.0,False,False,False,0.0,,low-activity,2022-08-20 11:30:26,2018-03-28 16:02:22,447201.0,0,2019-05-17 04:13:27,1,401,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Rejected
Valoo,company,"Disponible sur iOS, Android, et site web, Valoo est LA plateforme de vos objets. Une plateforme unique pour sauvegarder, estimer et gérer ses objets.

Sauvegarder facilement ses objets et leurs factures dans un inventaire en ligne, estimer leur valeur marché grâce à un algorithme référençant plus de 10 millions d’objets, et les gérer au quotidien : assurance, sinistre, déménagement…

Et découvrez encore plus de services sur www.valoo.com",1,1.0,seed,19K,2013.0,False,True,False,9.45,8,closed,2022-09-01 03:12:29,2017-02-07 21:00:47,941769.0,0,2022-03-08 10:58:49,5,19348.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Outdooractive,company,"Outdooractive is Europe’s leading developer for technology and cartography in tourism. The products enable destinations and companies to visualize content with an outstanding map solution for web, apps as well as print products.

On the online platform, the data of our partners and community members will be connected. With numerous tools, Outdooractive supports its users in planning and accomplishing all activities in the open.",51-200,82.0,late growth,5.3M,2008.0,False,False,False,0.0,,operational,2022-09-01 03:10:58,2016-11-01 14:04:32,,6,2022-01-17 07:51:56,0,5379030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Vehiculum,company,"VEHICULUM ist die erste digitale Lösung für sorgenfreies Fahrzeugleasing. Unsere Plattform ermöglicht einen effizienten und einfachen deutschlandweiten Vergleich verschiedener Anbieter und Leasing-Angebote in Echtzeit. Neben dem Preisvergleich bietet VEHICULUM auch Zusatzfunktionen wie unser Vertragsmanagement, was vor allem für kleinere Flotten das Management der Flotte deutlich vereinfacht. 

VEHICULUM is the first digital solution for hassle-free car leasing. Our platform empowers our customers to compare multiple models and leasing offers in real-time. Beside the price comparison we also offer additional feautures such as our contract management, which mainly supports companies with small fleets to manage their carfleet.",11-50,33.0,early growth,137K,2015.0,False,True,False,7.35,,operational,2022-08-22 20:38:30,2017-10-12 11:27:46,71178.0,1,2021-10-14 10:21:46,8,136935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Aggregion,company,"It is often said that data is the new oil, the most lucrative new commodity on the market today. Major customer-facing companies collect tremendous amounts of data — big data. It is a vast global repository of first party data. But this repository is highly fragmented — no company has the full Customer Portrait 360.

Here in Aggregion we have developed technology to securely match data from different companies without them losing control or transferring the data to any central repository. The data never leaves their servers and the process is fully transparent and auditable to participants. The result are vast opportunities for ecosystem cooperation and product building.",51-200,59.0,late growth,0.7K,2015.0,False,True,False,1.36,1.36,operational,2022-08-24 04:58:43,2018-11-29 09:00:54,894865.0,0,2021-03-23 01:21:27,4,648,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Rejected
Health Rise,company,"Health Rise wurde als ganzheitliches Unternehmen gegründet. Wir stellen fundierte und verständliche Gesundheits-Informationen einem breiten Publikum zur Verfügung, führen Gesundheits-Experten und Patienten zusammen und arbeiten an einer elektronischen Gesundheitsakte. 
Unser Ziel ist, was Sie gesund macht.

Diese Vision leben wir – jeder Kollege, jeden Tag. Werden Sie Teil des Health Rise-Teams, egal ob als Mitarbeiter, Gesundheitsexperte oder als interessierter Nutzer.

Health Rise ist ein Gesundheitsportal, das informative Texte und spannende Podcasts mit Gesundheits-, Fitness- und Ernährungsexperten, sowie interessante Videos mit praktischen Hinweisen bereitstellt. ►https://www.health-rise.de/

Im Health Rise Shop finden sich Angebote von Gesundheitsexperten, die online oder ganz klassisch offline, Menschen dabei unterstützen, sich wohler, besser und gesünder zu fühlen. ►https://shop.health-rise.de

Abgerundet wird das Gesundheitsportal durch eine Reihe von nützlichen Gesundheits-Apps. Die beliebtesten sind der digitale Impfpass, der digitale Mutterpass und das digitale Kinderuntersuchungsheft. ►https://portal.health-rise.de",2-10,10.0,seed,46K,2016.0,False,False,False,0.0,,operational,2022-08-31 12:50:01,2020-02-13 14:02:36,472641.0,0,2021-02-03 07:55:15,1,45670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Mootral,company,"MOOTRAL is a British-Swiss AgriTech company that develops innovative solutions for companies and governments to reduce greenhouse gas (GHG) emissions as well as the usage of antibiotics in the agricultural sector. Our first technology is Mootral Ruminant, a natural feed supplement that significantly reduces methane emissions from ruminants. Mootral Ruminant is based on a proprietary combination of garlic and citrus extracts.

The Mootral business model sets out to prove “there is good business in the business of doing good”. Mootral unlocks new, innovative and profitable approaches to reducing GHG emissions, including the creation of a new climate-friendly food standard for beef and dairy products and a “cow credit” currency. Mootral is a “win-win” for all, but especially for farmers. Today, farmers are facing economic hardships and regulatory challenges unforeseen just a few decades ago. In order to support their future financial prosperity in a sustainable way, and one that meets the emerging needs of consumers, new thinking is needed. Mootral is the result of that thinking – bringing strong benefits to all stakeholders.

Cows, being the highest methane producers amongst ruminants, are a crucial factor in our environmental ecosystem and the economy, Mootral is setting the foundation for the future through a solution that makes an impact today. It enables a positive transition to climate-smart agriculture designed to help farmers earn more money and industry partners to reduce their impact on the environment. The future is climate-smart and the future is now.

For further information visit: www.mootral.com",11-50,21.0,early growth,2K,2018.0,True,True,False,0.17,,operational,2022-09-04 10:35:49,2020-03-16 11:13:08,167973.0,8,2022-08-19 08:22:43,7,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
